Date and Time,Agency Name (Crash Level) ,Area: County,Area: City,Roadway (From Crash Report),Intersection Name (from Crash Report),KABCO Severity,Manner of Collision (Crash Level) ,First Harmful Event (Crash Level) ,SHSP Emphasis Areas,# of Fatalities (Person Table),# Serious Injuries,# Visible Injuries,# Complaint Injuries,# of Vehicles,Operator / Driver Contributing Factor -old,Roadway Contributing Factors (Crash Level) ,Weather Conditions (Crash Level),Surface Condition (Crash Level) ,Light Conditions (Crash Level),Latitude ,Longitude
10/9/16 17:30,Atlanta Police Department,Fulton,Atlanta,Virginia Ave,Virginia Ave and N Highland Ave,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,1,1,2,"[""Failure to Yield"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.782365,-84.354329
11/28/16 19:00,Atlanta Police Department,Fulton,Atlanta,Canter Rd Ne   W Roxboro Rd,W Roxboro Rd and Canter Rd Ne   W Roxboro Rd,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.841333,-84.350448
11/19/16 16:13,Atlanta Police Department,Fulton,Atlanta,3196 Donald Lee Hollowell Pkwy,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.785981,-84.491339
10/24/16 12:08,Atlanta Police Department,Fulton,Atlanta,Central Ave Sw   Martin L King Jr Dr,Martin L King Jr Dr and Central Ave Sw   Martin L King Jr Dr,(O) No Injury,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.750785,-84.389871
4/19/16 8:04,Atlanta Police Department,Fulton,Atlanta,Boulder Park Dr,Brownlee Rd and Boulder Park Dr,(C) Possible Injury / Complaint,Rear End,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""Following Too Close"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.750806,-84.495392
7/1/16 17:24,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd,Morosgo Dr and Piedmont Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.823687,-84.367264
9/22/16 11:00,Atlanta Police Department,Fulton,Atlanta,782 Martin L King Jr Dr,James P Brawley Blvd and 782 Martin L King Jr Dr,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.754704,-84.412763
5/1/16 12:08,Atlanta Police Department,Fulton,Atlanta,650 Ponce De Leon Ave Ne Staples - Ponce,Lakeview Ave and 650 Ponce De Leon Ave Ne Staples - Ponce,(O) No Injury,Head On,,"[""Pedestrian"",""Young Driver (Age 15-19)""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.774684,-84.367064
9/15/16 16:29,Atlanta Police Department,Fulton,Atlanta,N Ave Ne   Kennesaw Ave,Kennesaw Ave and N Ave Ne   Kennesaw Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Older Driver (55-64)""]",0,0,1,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.771313,-84.370309
7/27/16 19:30,Atlanta Police Department,Fulton,Atlanta,176 Mls,176 Mls and Lovejoy St,(O) No Injury,Head On,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.765252,-84.393052
3/28/16 19:35,Georgia Tech Police Department,Fulton,Atlanta,Ferst Dr,Ferst Dr and Cherry St,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Dawn,33.777634,-84.395752
10/14/16 17:16,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd,Peachtree Rd and Oak Valley Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Hit & Run"",""Pedestrian""]",0,0,1,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.851681,-84.360837
6/7/16 20:55,Atlanta Police Department,Fulton,Atlanta,1561 Melrose Dr,Katherwood and 1561 Melrose Dr,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dusk,33.712264,-84.422319
8/16/14 19:40,Atlanta Police Department,Fulton,Atlanta,1544 Piedmont Ave,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Distracted Driver (Suspected)""]",0,0,0,0,2,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.796996,-84.369076
8/15/14 4:30,Atlanta Police Department,Fulton,Atlanta,672 Marietta,,(A) Suspected Serious Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,1,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Not Lighted,33.772573,-84.425296
1/6/14 10:09,Atlanta Police Department,Fulton,Atlanta,Ivan Allen Jr Blvd,Spring St and Ivan Allen Jr Blvd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.764631,-84.388952
4/3/14 15:53,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy,Hamilton E Holmes Dr and Donald Lee Hollowell Pkwy,(A) Suspected Serious Injury,Head On,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,1,0,0,1,Other,,Clear,Dry,Daylight,33.776306,-84.473713
4/29/14 15:11,Atlanta Police Department,Fulton,Atlanta,433 Tarragon Way S,Basil Way and 433 Tarragon Way S,(B) Suspected Minor/Visible Injury,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,2,"[""No Contributing Factors"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.751862,-84.51676
8/8/14 17:17,Atlanta Police Department,Fulton,Atlanta,Juniper St Nejuniper St,12Th St and Juniper St Nejuniper St,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Older Driver (55-64)""]",0,0,0,1,1,"[""Disregard Police - Traffic Control"",""No Contributing Factors""]",,Rain,Wet,Daylight,33.784289,-84.382224
8/9/14 1:05,Atlanta Police Department,Fulton,Atlanta,Main St,Main St and Lindbergh Dr,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Pedestrian"",""Older Driver (55-64)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.82282,-84.387511
4/9/14 13:07,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd,Lenox Pkwy and Peachtree Rd,(O) No Injury,Rear End,,"[""Intersection Related"",""CMV Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,0,2,"[""Following Too Close"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.850576,-84.36197
7/19/14 19:33,Atlanta Police Department,Fulton,Atlanta,Phipps Blvdphipps Blvd,Wieuca Rd and Phipps Blvdphipps Blvd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,Bicycle,0,0,1,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.855645,-84.360737
3/12/14 15:46,Atlanta Police Department,Fulton,Atlanta,Hill St Sedecatur St,Decatur St and Hill St Sedecatur St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,0,0,2,"[""Disregard Stop Sign/Signal"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.749686,-84.379529
12/19/14 18:16,Atlanta Police Department,Fulton,Atlanta,Joseph E Lowery Blvd Sw   Oak St,Oak St and Joseph E Lowery Blvd Sw   Oak St,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.740636,-84.417776
10/24/14 22:30,Atlanta Police Department,Fulton,Atlanta,70 Hamilton E Holmes,Burtton Rd and 70 Hamilton E Holmes,(B) Suspected Minor/Visible Injury,Rear End,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Dark-Lighted,33.755824,-84.468675
8/23/14 15:22,Atlanta Police Department,Fulton,Atlanta,Northside Dr,8Th St and Northside Dr,(A) Suspected Serious Injury,Rear End,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,1,0,0,2,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.779642,-84.407613
6/18/14 16:15,Atlanta Police Department,Fulton,Atlanta,Peachtree St,Beverly Rd and Peachtree St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.796656,-84.387914
6/13/14 21:24,Atlanta Police Department,Fulton,Atlanta,50 Old Ivy,50 Old Ivy and Habersham Rd,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Impaired Driving (Confirmed)""]",0,1,0,0,1,"[""Failure to Yield"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Dark-Not Lighted,33.854438,-84.381013
9/30/14 20:38,Atlanta Police Department,Fulton,Atlanta,2205 Campbellton Rd,Delowe Dr and 2205 Campbellton Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Pedestrian"",""Young Driver (Age 15-19)""]",0,0,1,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.705557,-84.460015
4/23/14 19:04,Atlanta Police Department,Fulton,Atlanta,Skyhaven Rd,Skyhaven Rd and Moreland Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,0,1,"[""Disregard Stop Sign/Signal"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.723819,-84.349456
6/22/14 2:35,Atlanta Police Department,Fulton,Atlanta,3184 Roswell Rd,Irby Ave and 3184 Roswell Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Pedestrian""]",0,0,0,1,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Cloudy,Dry,Dark-Lighted,33.84169,-84.378954
9/23/14 7:49,Atlanta Police Department,Fulton,Atlanta,Jonesboro Rd Se   Mcwilliams Rd,Jonesboro Rd and Jonesboro Rd Se   Mcwilliams Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.688744,-84.363812
10/22/14 11:55,Atlanta Police Department,Fulton,Atlanta,14Th St,14Th St and Holly St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Bicycle"",""Secondary Crash""]",0,0,0,1,2,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.786354,-84.395758
5/26/14 21:35,Atlanta Police Department,Fulton,Atlanta,1103 Welch St,Roy St and 1103 Welch St,(C) Possible Injury / Complaint,Head On,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.724754,-84.405126
11/17/14 8:00,Atlanta Police Department,Fulton,Atlanta,Murphy Ave,Lee St and Murphy Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian""]",0,0,0,1,1,Improper Passing,,Cloudy,Wet,Daylight,33.731918,-84.413318
9/20/14 19:53,Atlanta Police Department,Fulton,Atlanta,Peachtree Center Avepeachtree Center Ave,Andrew Young International and Peachtree Center Avepeachtree Center Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dawn,33.759692,-84.386067
12/23/14 17:43,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave,Glen Iris Dr and Ponce De Leon Ave,(C) Possible Injury / Complaint,Head On,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Rain,Wet,Dark-Lighted,33.773499,-84.367618
10/17/14 12:19,Atlanta Police Department,Fulton,Atlanta,656 Juniper St,656 Juniper St and Ponce De Leon Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Driver (Age 15-19)""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.772426,-84.383275
5/3/14 13:15,Atlanta Police Department,Fulton,Atlanta,1009 Marietta St,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""Changed Lanes Improperly"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.779001,-84.410109
3/10/14 7:15,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd,Piedmont Rd and Habersham Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Improper Occupant Protection""]",0,0,0,0,1,"[""Driver Condition"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.853327,-84.381586
3/16/14 15:35,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy,Elbridge Dr and Donald Lee Hollowell Pkwy,(A) Suspected Serious Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,1,0,0,2,"[""Driver Lost Control"",""No Contributing Factors""]",,Cloudy,Wet,Daylight,33.771531,-84.432663
2/6/14 13:23,Atlanta Police Department,Fulton,Atlanta,Thurmond St,Thurmond St and Northside Dr,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,0,1,2,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Daylight,33.76116,-84.40281
5/22/15 18:11,Atlanta Police Department,Fulton,Atlanta,Blvd,Blvd and Wabash Ave,(O) No Injury,Head On,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian""]",0,0,0,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.764846,-84.371944
10/7/15 16:30,Atlanta Police Department,Fulton,Atlanta,Caroline St Ne St,Moreland Ave and Caroline St Ne St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.758429,-84.349212
7/15/15 10:27,Atlanta Police Department,Fulton,Atlanta,1676 Monroe Dr,,(C) Possible Injury / Complaint,Angle (Other),,"[""Roadway Departure"",""Pedestrian""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.799929,-84.371191
10/23/15 14:28,Atlanta Police Department,Fulton,Atlanta,Buckhead Ave Ne Ave,N Fulton Dr and Buckhead Ave Ne Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Older Driver (65+)"",""Pedestrian""]",0,0,2,0,1,Other,,Clear,Dry,Daylight,33.838216,-84.378431
3/9/15 14:08,Atlanta Police Department,Fulton,Atlanta,73 Peachtree St,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,1,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.752635,-84.391699
7/9/15 15:50,Atlanta Police Department,Fulton,Atlanta,826 Ralph D Abernathy Blvd,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Impaired (Suspected)""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.738253,-84.414865
5/30/15 17:59,Atlanta Police Department,Fulton,Atlanta,Lakewood Ave Sw   Metropolitan Pkwy,Metropolitan Pkwy and Lakewood Ave Sw   Metropolitan Pkwy,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,Failure to Yield,,Clear,Dry,Daylight,33.697207,-84.4083
10/12/15 20:40,Atlanta Police Department,Fulton,Atlanta,Mayson Turner Rd Nw Rd,Joseph E Boone Blvd and Mayson Turner Rd Nw Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian"",""Speed Related""]",0,0,0,0,1,"[""No Contributing Factors"",""Too Fast for Conditions""]",,Clear,Dry,Dark-Lighted,33.763536,-84.42919
1/26/16 19:16,Atlanta Police Department,Fulton,Atlanta,John Portman Blvd,Ted Turner Dr and John Portman Blvd,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Rain,Wet,Daylight,33.760968,-84.389047
11/16/16 12:03,Georgia Tech Police Department,Fulton,Atlanta,Ferst Dr,Ferst Dr and Cherry St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.777154,-84.395432
7/20/16 9:53,Atlanta Police Department,Fulton,Atlanta,26Th St,26Th St and Semel Cir,(O) No Injury,Not a Collision with Motor Vehicle,,Pedestrian,0,0,0,0,1,"[""Failure to Yield"",""Failure to Yield""]",,Clear,Dry,Daylight,33.802984,-84.400646
11/15/16 10:49,Atlanta Police Department,Fulton,Atlanta,Joseph E Lowery Blvd Nw   N Ave,N Ave and Joseph E Lowery Blvd Nw   N Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""Other"",""Other""]",,Clear,Dry,Daylight,33.768921,-84.417524
4/1/16 12:10,Atlanta Police Department,Fulton,Atlanta,868 York Ave,,(C) Possible Injury / Complaint,Sideswipe-Opposite Direction,,"[""Roadway Departure"",""Distracted Driver (Confirmed)"",""Older Driver (65+)"",""Pedestrian""]",0,0,0,1,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.737063,-84.416189
4/16/16 18:51,Atlanta Police Department,Fulton,Atlanta,1575 Moreland Ave,Moreland Dr and 1575 Moreland Ave,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",1,0,0,0,3,"[""No Contributing Factors"",""No Contributing Factors"",""Other""]",,Clear,Dry,Dusk,33.711794,-84.350036
8/15/16 16:11,Atlanta Police Department,Fulton,Atlanta,Martin L King Jr Dr,Fairburn Rd and Martin L King Jr Dr,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.759914,-84.505804
4/5/16 9:05,Atlanta Police Department,Fulton,Atlanta,2625 Piedmont Rd,,(O) No Injury,Rear End,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Misjudged Clearance"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.825904,-84.367141
9/24/16 12:27,Atlanta Police Department,Fulton,Atlanta,1953 Lakewood Ave,Lakewood Ave and 1953 Lakewood Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.702613,-84.385159
12/7/16 12:00,Atlanta Police Department,Fulton,Atlanta,Southside Industrial Ct,Southside Industrial Ct and Southside Industrial Pwk,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""CMV Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.654094,-84.37393
